Sample	run	year	Date	Origin
OmyAC20ROGR_6469	fall	2020	2020-08-10T00:00:00Z	NOR
OmyAC20ROGR_6472	fall	2020	2020-08-10T00:00:00Z	NOR
OmyAC20ROGR_6542	fall	2020	2020-08-12T00:00:00Z	NOR
OmyAC20ROGR_6575	fall	2020	2020-08-12T00:00:00Z	NOR
OmyAC20ROGR_6577	fall	2020	2020-08-12T00:00:00Z	NOR
OmyAC20ROGR_6626	fall	2020	2020-08-12T00:00:00Z	NOR
OmyAC20ROGR_6653	fall	2020	2020-08-12T00:00:00Z	NOR
OmyAC20ROGR_6690	fall	2020	2020-08-14T00:00:00Z	NOR
OmyAC20ROGR_6717	fall	2020	2020-08-14T00:00:00Z	NOR
OmyAC20ROGR_6718	fall	2020	2020-08-14T00:00:00Z	NOR
OmyAC20ROGR_6742	fall	2020	2020-08-14T00:00:00Z	NOR
OmyAC20ROGR_6772	fall	2020	2020-08-14T00:00:00Z	NOR
OmyAC20ROGR_6791	fall	2020	2020-08-17T00:00:00Z	NOR
OmyAC20ROGR_6792	fall	2020	2020-08-17T00:00:00Z	NOR
OmyAC20ROGR_6817	fall	2020	2020-08-17T00:00:00Z	NOR
OmyAC20ROGR_6941	fall	2020	2020-08-17T00:00:00Z	NOR
OmyAC20ROGR_7135	fall	2020	2020-08-19T00:00:00Z	NOR
OmyAC20ROGR_7137	fall	2020	2020-08-19T00:00:00Z	NOR
OmyAC20ROGR_7295	fall	2020	2020-08-21T00:00:00Z	NOR
OmyAC20ROGR_7296	fall	2020	2020-08-21T00:00:00Z	NOR
OmyAC20ROGR_7297	fall	2020	2020-08-21T00:00:00Z	NOR
OmyAC20ROGR_7299	fall	2020	2020-08-21T00:00:00Z	NOR
OmyAC20ROGR_7300	fall	2020	2020-08-21T00:00:00Z	NOR
OmyAC20ROGR_7301	fall	2020	2020-08-21T00:00:00Z	NOR
OmyAC20ROGR_7332	fall	2020	2020-08-21T00:00:00Z	NOR
OmyAC20ROGR_7367	fall	2020	2020-08-21T00:00:00Z	NOR
OmyAC20ROGR_7432	fall	2020	2020-08-21T00:00:00Z	NOR
OmyAC20ROGR_7433	fall	2020	2020-08-21T00:00:00Z	NOR
OmyAC20ROGR_7509	fall	2020	2020-08-21T00:00:00Z	NOR
OmyAC20ROGR_7594	fall	2020	2020-08-24T00:00:00Z	NOR
OmyAC20ROGR_7652	fall	2020	2020-08-24T00:00:00Z	NOR
OmyAC20ROGR_7697	fall	2020	2020-08-24T00:00:00Z	NOR
OmyAC20ROGR_7698	fall	2020	2020-08-24T00:00:00Z	NOR
OmyAC20ROGR_7699	fall	2020	2020-08-24T00:00:00Z	NOR
OmyAC20ROGR_7726	fall	2020	2020-08-24T00:00:00Z	NOR
OmyAC20ROGR_7735	fall	2020	2020-08-24T00:00:00Z	NOR
OmyAC20ROGR_7736	fall	2020	2020-08-24T00:00:00Z	NOR
OmyAC20ROGR_7771	fall	2020	2020-08-26T00:00:00Z	NOR
OmyAC20ROGR_7772	fall	2020	2020-08-26T00:00:00Z	NOR
OmyAC20ROGR_7773	fall	2020	2020-08-26T00:00:00Z	NOR
OmyAC20ROGR_7774	fall	2020	2020-08-26T00:00:00Z	NOR
OmyAC20ROGR_7775	fall	2020	2020-08-26T00:00:00Z	NOR
OmyAC20ROGR_7832	fall	2020	2020-08-26T00:00:00Z	NOR
OmyAC20ROGR_7833	fall	2020	2020-08-26T00:00:00Z	NOR
OmyAC20ROGR_7834	fall	2020	2020-08-26T00:00:00Z	NOR
OmyAC20ROGR_7836	fall	2020	2020-08-26T00:00:00Z	NOR
OmyAC20ROGR_7837	fall	2020	2020-08-26T00:00:00Z	NOR
OmyAC20ROGR_7875	fall	2020	2020-08-26T00:00:00Z	NOR
OmyAC20ROGR_7919	fall	2020	2020-08-26T00:00:00Z	NOR
OmyAC20ROGR_7921	fall	2020	2020-08-26T00:00:00Z	NOR
OmyAC20ROGR_7958	fall	2020	2020-08-26T00:00:00Z	NOR
OmyAC20ROGR_8049	fall	2020	2020-08-26T00:00:00Z	NOR
OmyAC20ROGR_8051	fall	2020	2020-08-26T00:00:00Z	NOR
OmyAC20ROGR_8090	fall	2020	2020-08-26T00:00:00Z	NOR
OmyAC20ROGR_8091	fall	2020	2020-08-26T00:00:00Z	NOR
OmyAC20ROGR_8098	fall	2020	2020-08-26T00:00:00Z	NOR
OmyAC20ROGR_8099	fall	2020	2020-08-26T00:00:00Z	NOR
OmyAC20ROGR_8100	fall	2020	2020-08-26T00:00:00Z	NOR
OmyAC20ROGR_8120	fall	2020	2020-08-28T00:00:00Z	NOR
OmyAC20ROGR_8126	fall	2020	2020-08-28T00:00:00Z	NOR
OmyAC20ROGR_8127	fall	2020	2020-08-28T00:00:00Z	NOR
OmyAC20ROGR_8174	fall	2020	2020-08-28T00:00:00Z	NOR
OmyAC20ROGR_8211	fall	2020	2020-08-28T00:00:00Z	NOR
OmyAC20ROGR_8213	fall	2020	2020-08-28T00:00:00Z	NOR
OmyAC20ROGR_8235	fall	2020	2020-08-28T00:00:00Z	NOR
OmyAC20ROGR_8236	fall	2020	2020-08-28T00:00:00Z	NOR
OmyAC20ROGR_8246	fall	2020	2020-08-28T00:00:00Z	NOR
OmyAC20ROGR_8313	fall	2020	2020-08-28T00:00:00Z	NOR
OmyAC20ROGR_8314	fall	2020	2020-08-28T00:00:00Z	NOR
OmyAC20ROGR_8315	fall	2020	2020-08-28T00:00:00Z	NOR
OmyAC20ROGR_8333	fall	2020	2020-08-28T00:00:00Z	NOR
OmyAC20ROGR_8334	fall	2020	2020-08-28T00:00:00Z	NOR
OmyAC20ROGR_8335	fall	2020	2020-08-28T00:00:00Z	NOR
OmyAC20ROGR_8350	fall	2020	2020-08-28T00:00:00Z	NOR
OmyAC20ROGR_8363	fall	2020	2020-08-28T00:00:00Z	NOR
OmyAC20ROGR_8364	fall	2020	2020-08-28T00:00:00Z	NOR
OmyAC20ROGR_8365	fall	2020	2020-08-28T00:00:00Z	NOR
OmyAC20ROGR_8413	fall	2020	2020-08-31T00:00:00Z	NOR
OmyAC20ROGR_8477	fall	2020	2020-08-31T00:00:00Z	NOR
OmyAC20ROGR_8489	fall	2020	2020-08-31T00:00:00Z	NOR
OmyAC20ROGR_8492	fall	2020	2020-08-31T00:00:00Z	NOR
OmyAC20ROGR_8527	fall	2020	2020-08-31T00:00:00Z	NOR
OmyAC20ROGR_8550	fall	2020	2020-09-02T00:00:00Z	NOR
OmyAC20ROGR_8565	fall	2020	2020-09-02T00:00:00Z	NOR
OmyAC20ROGR_8680	fall	2020	2020-09-04T00:00:00Z	NOR
OmyAC20ROGR_8682	fall	2020	2020-09-04T00:00:00Z	NOR
OmyAC20ROGR_8683	fall	2020	2020-09-04T00:00:00Z	NOR
OmyAC20ROGR_8685	fall	2020	2020-09-04T00:00:00Z	NOR
OmyAC20ROGR_8711	fall	2020	2020-09-04T00:00:00Z	NOR
OmyAC20ROGR_8796	fall	2020	2020-09-09T00:00:00Z	NOR
OmyAC20ROGR_8867	fall	2020	2020-09-11T00:00:00Z	NOR
OmyAC20ROGR_9097	fall	2020	2020-09-18T00:00:00Z	NOR
OmyAC20ROGR_9113	fall	2020	2020-09-18T00:00:00Z	NOR
OmyAC20ROGR_9173	fall	2020	2020-09-23T00:00:00Z	NOR
OmyAC20ROGR_9189	fall	2020	2020-09-23T00:00:00Z	NOR
OmyAC20ROGR_9207	fall	2020	2020-09-28T00:00:00Z	NOR
OmyAC20ROGR_9248	fall	2020	2020-10-02T00:00:00Z	NOR
OmyAC20ROGR_9295	fall	2020	2020-10-09T00:00:00Z	NOR
OmyAC20ROGR_9317	fall	2020	2020-10-16T00:00:00Z	NOR
OmyAC20ROGR_9318	fall	2020	2020-10-16T00:00:00Z	NOR
OmyJC18ROGR_0101	halfpounder	2018	2018-09-07T00:00:00Z	NOR
OmyJC18ROGR_0109	halfpounder	2018	2018-09-07T00:00:00Z	NOR
OmyJC18ROGR_0117	halfpounder	2018	2018-09-07T00:00:00Z	NOR
OmyJC18ROGR_0125	halfpounder	2018	2018-09-07T00:00:00Z	NOR
OmyJC18ROGR_0133	halfpounder	2018	2018-09-07T00:00:00Z	NOR
OmyJC18ROGR_0141	halfpounder	2018	2018-09-07T00:00:00Z	NOR
OmyJC18ROGR_0149	halfpounder	2018	2018-09-07T00:00:00Z	NOR
OmyJC18ROGR_0204	halfpounder	2018	2018-09-10T00:00:00Z	NOR
OmyJC18ROGR_0212	halfpounder	2018	2018-09-10T00:00:00Z	NOR
OmyJC18ROGR_0220	halfpounder	2018	2018-09-10T00:00:00Z	NOR
OmyJC18ROGR_0228	halfpounder	2018	2018-09-10T00:00:00Z	NOR
OmyJC18ROGR_0236	halfpounder	2018	2018-09-10T00:00:00Z	NOR
OmyJC18ROGR_0102	halfpounder	2018	2018-09-07T00:00:00Z	NOR
OmyJC18ROGR_0110	halfpounder	2018	2018-09-07T00:00:00Z	NOR
OmyJC18ROGR_0118	halfpounder	2018	2018-09-07T00:00:00Z	NOR
OmyJC18ROGR_0126	halfpounder	2018	2018-09-07T00:00:00Z	NOR
OmyJC18ROGR_0134	halfpounder	2018	2018-09-07T00:00:00Z	NOR
OmyJC18ROGR_0142	halfpounder	2018	2018-09-07T00:00:00Z	NOR
OmyJC18ROGR_0205	halfpounder	2018	2018-09-10T00:00:00Z	NOR
OmyJC18ROGR_0213	halfpounder	2018	2018-09-10T00:00:00Z	NOR
OmyJC18ROGR_0221	halfpounder	2018	2018-09-10T00:00:00Z	NOR
OmyJC18ROGR_0229	halfpounder	2018	2018-09-10T00:00:00Z	NOR
OmyJC18ROGR_0237	halfpounder	2018	2018-09-10T00:00:00Z	NOR
OmyJC18ROGR_0103	halfpounder	2018	2018-09-07T00:00:00Z	NOR
OmyJC18ROGR_0111	halfpounder	2018	2018-09-07T00:00:00Z	NOR
OmyJC18ROGR_0127	halfpounder	2018	2018-09-07T00:00:00Z	NOR
OmyJC18ROGR_0135	halfpounder	2018	2018-09-07T00:00:00Z	NOR
OmyJC18ROGR_0143	halfpounder	2018	2018-09-07T00:00:00Z	NOR
OmyJC18ROGR_0151	halfpounder	2018	2018-09-07T00:00:00Z	NOR
OmyJC18ROGR_0206	halfpounder	2018	2018-09-10T00:00:00Z	NOR
OmyJC18ROGR_0214	halfpounder	2018	2018-09-10T00:00:00Z	NOR
OmyJC18ROGR_0222	halfpounder	2018	2018-09-10T00:00:00Z	NOR
OmyJC18ROGR_0238	halfpounder	2018	2018-09-10T00:00:00Z	NOR
OmyJC18ROGR_0104	halfpounder	2018	2018-09-07T00:00:00Z	NOR
OmyJC18ROGR_0112	halfpounder	2018	2018-09-07T00:00:00Z	NOR
OmyJC18ROGR_0120	halfpounder	2018	2018-09-07T00:00:00Z	NOR
OmyJC18ROGR_0128	halfpounder	2018	2018-09-07T00:00:00Z	NOR
OmyJC18ROGR_0136	halfpounder	2018	2018-09-07T00:00:00Z	NOR
OmyJC18ROGR_0144	halfpounder	2018	2018-09-07T00:00:00Z	NOR
OmyJC18ROGR_0152	halfpounder	2018	2018-09-07T00:00:00Z	NOR
OmyJC18ROGR_0215	halfpounder	2018	2018-09-10T00:00:00Z	NOR
OmyJC18ROGR_0223	halfpounder	2018	2018-09-10T00:00:00Z	NOR
OmyJC18ROGR_0231	halfpounder	2018	2018-09-10T00:00:00Z	NOR
OmyJC18ROGR_0239	halfpounder	2018	2018-09-10T00:00:00Z	NOR
OmyJC18ROGR_0105	halfpounder	2018	2018-09-07T00:00:00Z	NOR
OmyJC18ROGR_0113	halfpounder	2018	2018-09-07T00:00:00Z	NOR
OmyJC18ROGR_0121	halfpounder	2018	2018-09-07T00:00:00Z	NOR
OmyJC18ROGR_0129	halfpounder	2018	2018-09-07T00:00:00Z	NOR
OmyJC18ROGR_0145	halfpounder	2018	2018-09-07T00:00:00Z	NOR
OmyJC18ROGR_0208	halfpounder	2018	2018-09-10T00:00:00Z	NOR
OmyJC18ROGR_0216	halfpounder	2018	2018-09-10T00:00:00Z	NOR
OmyJC18ROGR_0224	halfpounder	2018	2018-09-10T00:00:00Z	NOR
OmyJC18ROGR_0232	halfpounder	2018	2018-09-10T00:00:00Z	NOR
OmyJC18ROGR_0240	halfpounder	2018	2018-09-10T00:00:00Z	NOR
OmyJC18ROGR_0106	halfpounder	2018	2018-09-07T00:00:00Z	NOR
OmyJC18ROGR_0114	halfpounder	2018	2018-09-07T00:00:00Z	NOR
OmyJC18ROGR_0122	halfpounder	2018	2018-09-07T00:00:00Z	NOR
OmyJC18ROGR_0201	halfpounder	2018	2018-09-10T00:00:00Z	NOR
OmyJC18ROGR_0209	halfpounder	2018	2018-09-10T00:00:00Z	NOR
OmyJC18ROGR_0217	halfpounder	2018	2018-09-10T00:00:00Z	NOR
OmyJC18ROGR_0225	halfpounder	2018	2018-09-10T00:00:00Z	NOR
OmyJC18ROGR_0233	halfpounder	2018	2018-09-10T00:00:00Z	NOR
OmyJC18ROGR_0241	halfpounder	2018	2018-09-10T00:00:00Z	NOR
OmyJC18ROGR_0107	halfpounder	2018	2018-09-07T00:00:00Z	NOR
OmyJC18ROGR_0115	halfpounder	2018	2018-09-07T00:00:00Z	NOR
OmyJC18ROGR_0123	halfpounder	2018	2018-09-07T00:00:00Z	NOR
OmyJC18ROGR_0131	halfpounder	2018	2018-09-07T00:00:00Z	NOR
OmyJC18ROGR_0139	halfpounder	2018	2018-09-07T00:00:00Z	NOR
OmyJC18ROGR_0147	halfpounder	2018	2018-09-07T00:00:00Z	NOR
OmyJC18ROGR_0202	halfpounder	2018	2018-09-10T00:00:00Z	NOR
OmyJC18ROGR_0218	halfpounder	2018	2018-09-10T00:00:00Z	NOR
OmyJC18ROGR_0226	halfpounder	2018	2018-09-10T00:00:00Z	NOR
OmyJC18ROGR_0108	halfpounder	2018	2018-09-07T00:00:00Z	NOR
OmyJC18ROGR_0116	halfpounder	2018	2018-09-07T00:00:00Z	NOR
OmyJC18ROGR_0132	halfpounder	2018	2018-09-07T00:00:00Z	NOR
OmyJC18ROGR_0140	halfpounder	2018	2018-09-07T00:00:00Z	NOR
OmyJC18ROGR_0148	halfpounder	2018	2018-09-07T00:00:00Z	NOR
OmyJC18ROGR_0203	halfpounder	2018	2018-09-10T00:00:00Z	NOR
OmyJC18ROGR_0211	halfpounder	2018	2018-09-10T00:00:00Z	NOR
OmyJC18ROGR_0219	halfpounder	2018	2018-09-10T00:00:00Z	NOR
OmyJC18ROGR_0227	halfpounder	2018	2018-09-10T00:00:00Z	NOR
OmyJC18ROGR_0235	halfpounder	2018	2018-09-10T00:00:00Z	NOR
OmyJC18ROGR_0242	halfpounder	2018	2018-09-10T00:00:00Z	NOR
OmyJC18ROGR_0305	halfpounder	2018	2018-09-12T00:00:00Z	NOR
OmyJC18ROGR_0313	halfpounder	2018	2018-09-12T00:00:00Z	NOR
OmyJC18ROGR_0321	halfpounder	2018	2018-09-12T00:00:00Z	NOR
OmyJC18ROGR_0329	halfpounder	2018	2018-09-12T00:00:00Z	NOR
OmyJC18ROGR_0337	halfpounder	2018	2018-09-12T00:00:00Z	NOR
OmyJC18ROGR_0345	halfpounder	2018	2018-09-12T00:00:00Z	NOR
OmyJC18ROGR_0353	halfpounder	2018	2018-09-12T00:00:00Z	NOR
OmyJC18ROGR_0403	halfpounder	2018	2018-09-14T00:00:00Z	NOR
OmyJC18ROGR_0411	halfpounder	2018	2018-09-14T00:00:00Z	NOR
OmyJC18ROGR_0419	halfpounder	2018	2018-09-14T00:00:00Z	NOR
OmyJC18ROGR_0243	halfpounder	2018	2018-09-10T00:00:00Z	NOR
OmyJC18ROGR_0306	halfpounder	2018	2018-09-12T00:00:00Z	NOR
OmyJC18ROGR_0314	halfpounder	2018	2018-09-12T00:00:00Z	NOR
OmyJC18ROGR_0322	halfpounder	2018	2018-09-12T00:00:00Z	NOR
OmyJC18ROGR_0330	halfpounder	2018	2018-09-12T00:00:00Z	NOR
OmyJC18ROGR_0338	halfpounder	2018	2018-09-12T00:00:00Z	NOR
OmyJC18ROGR_0346	halfpounder	2018	2018-09-12T00:00:00Z	NOR
OmyJC18ROGR_0354	halfpounder	2018	2018-09-12T00:00:00Z	NOR
OmyJC18ROGR_0404	halfpounder	2018	2018-09-14T00:00:00Z	NOR
OmyJC18ROGR_0412	halfpounder	2018	2018-09-14T00:00:00Z	NOR
OmyJC18ROGR_0420	halfpounder	2018	2018-09-14T00:00:00Z	NOR
OmyJC18ROGR_0244	halfpounder	2018	2018-09-10T00:00:00Z	NOR
OmyJC18ROGR_0307	halfpounder	2018	2018-09-12T00:00:00Z	NOR
OmyJC18ROGR_0315	halfpounder	2018	2018-09-12T00:00:00Z	NOR
OmyJC18ROGR_0323	halfpounder	2018	2018-09-12T00:00:00Z	NOR
OmyJC18ROGR_0331	halfpounder	2018	2018-09-12T00:00:00Z	NOR
OmyJC18ROGR_0339	halfpounder	2018	2018-09-12T00:00:00Z	NOR
OmyJC18ROGR_0405	halfpounder	2018	2018-09-14T00:00:00Z	NOR
OmyJC18ROGR_0413	halfpounder	2018	2018-09-14T00:00:00Z	NOR
OmyJC18ROGR_0421	halfpounder	2018	2018-09-14T00:00:00Z	NOR
OmyJC18ROGR_0245	halfpounder	2018	2018-09-10T00:00:00Z	NOR
OmyJC18ROGR_0308	halfpounder	2018	2018-09-12T00:00:00Z	NOR
OmyJC18ROGR_0316	halfpounder	2018	2018-09-12T00:00:00Z	NOR
OmyJC18ROGR_0324	halfpounder	2018	2018-09-12T00:00:00Z	NOR
OmyJC18ROGR_0332	halfpounder	2018	2018-09-12T00:00:00Z	NOR
OmyJC18ROGR_0340	halfpounder	2018	2018-09-12T00:00:00Z	NOR
OmyJC18ROGR_0348	halfpounder	2018	2018-09-12T00:00:00Z	NOR
OmyJC18ROGR_0356	halfpounder	2018	2018-09-12T00:00:00Z	NOR
OmyJC18ROGR_0406	halfpounder	2018	2018-09-14T00:00:00Z	NOR
OmyJC18ROGR_0414	halfpounder	2018	2018-09-14T00:00:00Z	NOR
OmyJC18ROGR_0422	halfpounder	2018	2018-09-14T00:00:00Z	NOR
OmyJC18ROGR_0246	halfpounder	2018	2018-09-10T00:00:00Z	NOR
OmyJC18ROGR_0301	halfpounder	2018	2018-09-12T00:00:00Z	NOR
OmyJC18ROGR_0309	halfpounder	2018	2018-09-12T00:00:00Z	NOR
OmyJC18ROGR_0317	halfpounder	2018	2018-09-12T00:00:00Z	NOR
OmyJC18ROGR_0325	halfpounder	2018	2018-09-12T00:00:00Z	NOR
OmyJC18ROGR_0333	halfpounder	2018	2018-09-12T00:00:00Z	NOR
OmyJC18ROGR_0341	halfpounder	2018	2018-09-12T00:00:00Z	NOR
OmyJC18ROGR_0349	halfpounder	2018	2018-09-12T00:00:00Z	NOR
OmyJC18ROGR_0407	halfpounder	2018	2018-09-14T00:00:00Z	NOR
OmyJC18ROGR_0415	halfpounder	2018	2018-09-14T00:00:00Z	NOR
OmyJC18ROGR_0247	halfpounder	2018	2018-09-10T00:00:00Z	NOR
OmyJC18ROGR_0318	halfpounder	2018	2018-09-12T00:00:00Z	NOR
OmyJC18ROGR_0326	halfpounder	2018	2018-09-12T00:00:00Z	NOR
OmyJC18ROGR_0334	halfpounder	2018	2018-09-12T00:00:00Z	NOR
OmyJC18ROGR_0342	halfpounder	2018	2018-09-12T00:00:00Z	NOR
OmyJC18ROGR_0408	halfpounder	2018	2018-09-14T00:00:00Z	NOR
OmyJC18ROGR_0416	halfpounder	2018	2018-09-14T00:00:00Z	NOR
OmyJC18ROGR_0424	halfpounder	2018	2018-09-14T00:00:00Z	NOR
OmyJC18ROGR_0248	halfpounder	2018	2018-09-10T00:00:00Z	NOR
OmyJC18ROGR_0303	halfpounder	2018	2018-09-12T00:00:00Z	NOR
OmyJC18ROGR_0311	halfpounder	2018	2018-09-12T00:00:00Z	NOR
OmyJC18ROGR_0319	halfpounder	2018	2018-09-12T00:00:00Z	NOR
OmyJC18ROGR_0335	halfpounder	2018	2018-09-12T00:00:00Z	NOR
OmyJC18ROGR_0343	halfpounder	2018	2018-09-12T00:00:00Z	NOR
OmyJC18ROGR_0401	halfpounder	2018	2018-09-14T00:00:00Z	NOR
OmyJC18ROGR_0409	halfpounder	2018	2018-09-14T00:00:00Z	NOR
OmyJC18ROGR_0417	halfpounder	2018	2018-09-14T00:00:00Z	NOR
OmyJC18ROGR_0249	halfpounder	2018	2018-09-10T00:00:00Z	NOR
OmyJC18ROGR_0304	halfpounder	2018	2018-09-12T00:00:00Z	NOR
OmyJC18ROGR_0312	halfpounder	2018	2018-09-12T00:00:00Z	NOR
OmyJC18ROGR_0320	halfpounder	2018	2018-09-12T00:00:00Z	NOR
OmyJC18ROGR_0328	halfpounder	2018	2018-09-12T00:00:00Z	NOR
OmyJC18ROGR_0336	halfpounder	2018	2018-09-12T00:00:00Z	NOR
OmyJC18ROGR_0344	halfpounder	2018	2018-09-12T00:00:00Z	NOR
OmyJC18ROGR_0410	halfpounder	2018	2018-09-14T00:00:00Z	NOR
OmyJC18ROGR_0418	halfpounder	2018	2018-09-14T00:00:00Z	NOR
OmyJC18ROGR_0425	halfpounder	2018	2018-09-14T00:00:00Z	NOR
OmyJC18ROGR_0433	halfpounder	2018	2018-09-14T00:00:00Z	NOR
OmyJC18ROGR_0441	halfpounder	2018	2018-09-14T00:00:00Z	NOR
OmyJC18ROGR_0449	halfpounder	2018	2018-09-14T00:00:00Z	NOR
OmyJC18ROGR_0505	halfpounder	2018	2018-09-17T00:00:00Z	NOR
OmyJC18ROGR_0513	halfpounder	2018	2018-09-17T00:00:00Z	NOR
OmyJC18ROGR_0521	halfpounder	2018	2018-09-17T00:00:00Z	NOR
OmyJC18ROGR_0529	halfpounder	2018	2018-09-17T00:00:00Z	NOR
OmyJC18ROGR_0537	halfpounder	2018	2018-09-17T00:00:00Z	NOR
OmyJC18ROGR_0545	halfpounder	2018	2018-09-17T00:00:00Z	NOR
OmyJC18ROGR_0602	halfpounder	2018	2018-09-19T00:00:00Z	NOR
OmyJC18ROGR_0610	halfpounder	2018	2018-09-19T00:00:00Z	NOR
OmyJC18ROGR_0426	halfpounder	2018	2018-09-14T00:00:00Z	NOR
OmyJC18ROGR_0434	halfpounder	2018	2018-09-14T00:00:00Z	NOR
OmyJC18ROGR_0442	halfpounder	2018	2018-09-14T00:00:00Z	NOR
OmyJC18ROGR_0506	halfpounder	2018	2018-09-17T00:00:00Z	NOR
OmyJC18ROGR_0514	halfpounder	2018	2018-09-17T00:00:00Z	NOR
OmyJC18ROGR_0522	halfpounder	2018	2018-09-17T00:00:00Z	NOR
OmyJC18ROGR_0538	halfpounder	2018	2018-09-17T00:00:00Z	NOR
OmyJC18ROGR_0546	halfpounder	2018	2018-09-17T00:00:00Z	NOR
OmyJC18ROGR_0603	halfpounder	2018	2018-09-19T00:00:00Z	NOR
OmyJC18ROGR_0611	halfpounder	2018	2018-09-19T00:00:00Z	NOR
OmyJC18ROGR_0427	halfpounder	2018	2018-09-14T00:00:00Z	NOR
OmyJC18ROGR_0435	halfpounder	2018	2018-09-14T00:00:00Z	NOR
OmyJC18ROGR_0443	halfpounder	2018	2018-09-14T00:00:00Z	NOR
OmyJC18ROGR_0451	halfpounder	2018	2018-09-14T00:00:00Z	NOR
OmyJC18ROGR_0515	halfpounder	2018	2018-09-17T00:00:00Z	NOR
OmyJC18ROGR_0523	halfpounder	2018	2018-09-17T00:00:00Z	NOR
OmyJC18ROGR_0531	halfpounder	2018	2018-09-17T00:00:00Z	NOR
OmyJC18ROGR_0539	halfpounder	2018	2018-09-17T00:00:00Z	NOR
OmyJC18ROGR_0547	halfpounder	2018	2018-09-17T00:00:00Z	NOR
OmyJC18ROGR_0612	halfpounder	2018	2018-09-19T00:00:00Z	NOR
OmyJC18ROGR_0428	halfpounder	2018	2018-09-14T00:00:00Z	NOR
OmyJC18ROGR_0436	halfpounder	2018	2018-09-14T00:00:00Z	NOR
OmyJC18ROGR_0444	halfpounder	2018	2018-09-14T00:00:00Z	NOR
OmyJC18ROGR_0452	halfpounder	2018	2018-09-14T00:00:00Z	NOR
OmyJC18ROGR_0508	halfpounder	2018	2018-09-17T00:00:00Z	NOR
OmyJC18ROGR_0516	halfpounder	2018	2018-09-17T00:00:00Z	NOR
OmyJC18ROGR_0524	halfpounder	2018	2018-09-17T00:00:00Z	NOR
OmyJC18ROGR_0532	halfpounder	2018	2018-09-17T00:00:00Z	NOR
OmyJC18ROGR_0540	halfpounder	2018	2018-09-17T00:00:00Z	NOR
OmyJC18ROGR_0548	halfpounder	2018	2018-09-17T00:00:00Z	NOR
OmyJC18ROGR_0605	halfpounder	2018	2018-09-19T00:00:00Z	NOR
OmyJC18ROGR_0613	halfpounder	2018	2018-09-19T00:00:00Z	NOR
OmyJC18ROGR_0429	halfpounder	2018	2018-09-14T00:00:00Z	NOR
OmyJC18ROGR_0437	halfpounder	2018	2018-09-14T00:00:00Z	NOR
OmyJC18ROGR_0445	halfpounder	2018	2018-09-14T00:00:00Z	NOR
OmyJC18ROGR_0509	halfpounder	2018	2018-09-17T00:00:00Z	NOR
OmyJC18ROGR_0517	halfpounder	2018	2018-09-17T00:00:00Z	NOR
OmyJC18ROGR_0525	halfpounder	2018	2018-09-17T00:00:00Z	NOR
OmyJC18ROGR_0541	halfpounder	2018	2018-09-17T00:00:00Z	NOR
OmyJC18ROGR_0606	halfpounder	2018	2018-09-19T00:00:00Z	NOR
OmyJC18ROGR_0614	halfpounder	2018	2018-09-19T00:00:00Z	NOR
OmyJC18ROGR_0438	halfpounder	2018	2018-09-14T00:00:00Z	NOR
OmyJC18ROGR_0446	halfpounder	2018	2018-09-14T00:00:00Z	NOR
OmyJC18ROGR_0518	halfpounder	2018	2018-09-17T00:00:00Z	NOR
OmyJC18ROGR_0526	halfpounder	2018	2018-09-17T00:00:00Z	NOR
OmyJC18ROGR_0534	halfpounder	2018	2018-09-17T00:00:00Z	NOR
OmyJC18ROGR_0542	halfpounder	2018	2018-09-17T00:00:00Z	NOR
OmyJC18ROGR_0607	halfpounder	2018	2018-09-19T00:00:00Z	NOR
OmyJC18ROGR_0615	halfpounder	2018	2018-09-19T00:00:00Z	NOR
OmyJC18ROGR_0431	halfpounder	2018	2018-09-14T00:00:00Z	NOR
OmyJC18ROGR_0439	halfpounder	2018	2018-09-14T00:00:00Z	NOR
OmyJC18ROGR_0447	halfpounder	2018	2018-09-14T00:00:00Z	NOR
OmyJC18ROGR_0519	halfpounder	2018	2018-09-17T00:00:00Z	NOR
OmyJC18ROGR_0527	halfpounder	2018	2018-09-17T00:00:00Z	NOR
OmyJC18ROGR_0535	halfpounder	2018	2018-09-17T00:00:00Z	NOR
OmyJC18ROGR_0543	halfpounder	2018	2018-09-17T00:00:00Z	NOR
OmyJC18ROGR_0608	halfpounder	2018	2018-09-19T00:00:00Z	NOR
OmyJC18ROGR_0432	halfpounder	2018	2018-09-14T00:00:00Z	NOR
OmyJC18ROGR_0440	halfpounder	2018	2018-09-14T00:00:00Z	NOR
OmyJC18ROGR_0448	halfpounder	2018	2018-09-14T00:00:00Z	NOR
OmyJC18ROGR_0504	halfpounder	2018	2018-09-17T00:00:00Z	NOR
OmyJC18ROGR_0512	halfpounder	2018	2018-09-17T00:00:00Z	NOR
OmyJC18ROGR_0520	halfpounder	2018	2018-09-17T00:00:00Z	NOR
OmyJC18ROGR_0528	halfpounder	2018	2018-09-17T00:00:00Z	NOR
OmyJC18ROGR_0536	halfpounder	2018	2018-09-17T00:00:00Z	NOR
OmyJC18ROGR_0544	halfpounder	2018	2018-09-17T00:00:00Z	NOR
OmyJC18ROGR_0601	halfpounder	2018	2018-09-19T00:00:00Z	NOR
OmyJC18ROGR_0609	halfpounder	2018	2018-09-19T00:00:00Z	NOR
